P00734	['凝血酶原', '3.4.21.5', '凝血因子II']
Q14542	['平衡NBMPR不敏感核苷转运体', '平衡核苷转运体2', 'HNP36', '平衡硝基苄巯基嘌呤核糖不敏感核苷转运体', '溶质载体家族29成员2', '疏水核仁蛋白，36 kDa', '德尔12', '延迟早期反应蛋白12', 'ENT2', '核苷转运体，ei型', '36 kDa核仁蛋白HNP36']
A5X5Y0	['5-羟色胺受体3E', '5-羟色胺受体3E', '5-HT3-E']
O95264	['5-羟色胺受体3B', '5-HT3-B', '5-羟色胺受体3B']
Q70Z44	['5-HT3-D', '5-羟色胺受体3D', '5-羟色胺受体3D']
Q8WXA8	['5-羟色胺受体3C', '5-羟色胺受体3C', '5-HT3-C']
Q9Y698	['电压依赖性钙通道γ-2亚单位', 'TARP伽马-2', '跨膜AMPAR调节蛋白γ-2', '神经元电压门控钙通道γ-2亚单位']
Q92806	['钾通道，内向整流亚家族J成员9', '女孩3', 'GIRK-3', 'G蛋白激活内向整流钾通道3', '内向整流器K（+）通道Kir3。3.']
P32004	['MIC5', 'CAML1', 'N-CAM-L1', '神经细胞粘附分子L1']
Q9UJU2	['TCF1α', '淋巴增强子结合因子1', 'T细胞特异性转录因子1-α', 'LEF-1']
P43115	['前列腺素EP3受体', 'PGE2-R', '前列腺素E受体EP3亚型', '前列腺素E2受体EP3亚型']
P30531	['GAT1', 'GAT-1', '钠和氯依赖的GABA转运体1', '溶质载体家族6成员1', '加巴特', 'GABT1']
Q9UI33	['钠通道蛋白型席夫亚单位', 'SNS2', 'SCN12A', 'PN5', '感觉神经元钠通道2', '钠通道蛋白11亚单位α', '海南', '电压门控钠通道亚单位αNav1。9', '周围神经钠通道5']
O60939	['钠通道亚单位β-2']
Q9NY72	['KIAA1158', '钠通道亚单位β-3']
Q8IWT1	['钠通道亚单位β-4']
P35218	['碳酸脱水酶', '碳酸酐酶VA', 'CA5', '4.2.1.1', '碳酸酐酶5A，线粒体', '加利福尼亚州']
Q9Y2D0	['碳酸酐酶VB', '4.2.1.1', '碳酸酐酶5B，线粒体', 'CA-VB', '碳酸盐脱水酶']
P23280	['唾液碳酸酐酶', '4.2.1.1', '碳酸酐酶6', '碳酸酐酶VI', '碳酸盐脱水酶VI', '分泌型碳酸酐酶', 'CA-VI']
P35219	['CA-VIII', '卡尔', '碳酸酐酶相关蛋白', '碳酸酐酶VIII', '挑剔']
Q9NS85	['鲤鱼', '碳酸酐酶相关蛋白X', '碳酸酐酶相关蛋白10', '脑蛋白15', 'CA-RP X']
O75493	['CA-RP II', '鲤鱼-2', '鲤鱼席', 'CA-XI', '碳酸酐酶相关蛋白11', 'CA-RP席', '碳酸酐酶相关蛋白2', 'CARP2']
Q8N1Q1	['碳酸酐酶XIII', '4.2.1.1', '碳酸酐酶13', 'CA-XIII', '碳酸盐脱水酶XIII']
Q15842	['ATP敏感内向整流钾通道8', 'uKATP-1', '内向整流器K（+）通道Kir6。1.', '钾通道，内向整流亚家族J成员8']
O25608	['氧不敏感NADPH硝基还原酶', '1.-.-.-']
P35408	['PTGER2', '前列腺素E受体EP4亚型', '前列腺素EP4受体', '前列腺素E2受体EP4亚型']
P41146	['孤菲肽受体', '卡帕3型阿片受体', '奥尔', 'KOR-3', '孤啡肽受体', 'ORL1']
Q70KI2	['青霉素结合蛋白2']
O00206	['hToll公司', 'Toll样受体4']
Q06278	['醛氧化酶', '氮杂杂环羟化酶', '敖', '醛氧化酶1', '1.2.3.1']
P04637	['磷酸蛋白p53', '抑癌基因p53', 'P53', '抗原NY-CO-13', '细胞肿瘤抗原p53']
P51812	['90kDa核糖体蛋白S6激酶3', '核糖体S6激酶2', '胰岛素刺激蛋白激酶1', 'S6K-alpha-3', 'MAPKAPK1B', '核糖体蛋白S6激酶α-3', 'MAPKAPK-1b', 'MAPK活化蛋白激酶1b', 'p90RSK3', 'pp90RSK2', '2.7.11.1', 'MAP激酶活化蛋白激酶1b', 'RSK2', 'p90 RSK 3', 'RSK-2', 'ISPK-1', 'ISPK1', 'MAPKAP激酶1b']
P25963	['主要组织相容性复合物增强子结合蛋白MAD3', '伊卡帕巴尔法', 'NFKBI', 'MAD3', 'NF-κB抑制剂α', 'IkB阿尔法', 'I-κB-α', '伊克巴']
P29466	['白细胞介素-1β转化酶', '第45页', 'CASP-1', 'IL1BCE', 'IL-1BC', 'IL-1β转化酶', 'IL1BC', '白细胞介素-1β转化酶', '3.4.22.36', '半胱天冬酶-1', '冰']
P28482	['ERT1', '丝裂原活化蛋白激酶2', 'p42 MAPK', '丝裂原活化蛋白激酶1', 'MAP激酶2', 'PRKM2', 'ERK2', '细胞外信号调节激酶2', 'ERK-2', 'PRKM1', 'MAP激酶1', 'MAPK 2', 'MAP激酶亚型p42', '2.7.11.24']
P24385	['B细胞淋巴瘤1蛋白', 'BCL-1癌基因', 'PRAD1', 'BCL1', 'G1\\/S特异性细胞周期蛋白D1', 'PRAD1癌基因', 'BCL-1']
P01106	['转录因子p64', 'Myc原癌基因蛋白', 'BHLHE39', 'E类碱性螺旋环螺旋蛋白39', '原癌基因c-Myc']
P10632	['细胞色素P450 MP-12', '细胞色素P450 MP-20', 'CYPIIC8', '细胞色素P450 IIC2', '细胞色素P450型1', '细胞色素P450 2C8', '1.14.14.1', 'S-美苯妥英4-羟化酶']
P05177	['细胞色素P（3）450', '细胞色素P450-P3', 'CYPIA2', '细胞色素P450 4', '胆固醇25羟化酶', '细胞色素P450 1A2', '1.14.14.1']
P33261	['CYPIIC17', '细胞色素P450-11A', '1.14.13.-', '（S） -柠檬烯7-单加氧酶', 'CYPIIC19', '（S） -柠檬烯6-单加氧酶', '细胞色素P450 2C19', '（R） -柠檬烯6-单加氧酶', '美苯妥英4-羟化酶', '细胞色素P450-254C']
P9WNX1	['1.5.1.3', '二氢叶酸还原酶', 'dfrA']
Q9UHC9	['尼曼-匹克C1样蛋白1', '尼曼-匹克C1样蛋白1前体']
P35610	['阿卡特', '斯达', '酰基辅酶A：胆固醇酰基转移酶1', '索特', 'ACAT-1', 'ACAT1', 'ACACT1', '甾醇O-酰基转移酶1', '胆固醇酰基转移酶1', '阿卡特', '2.3.1.26']
P15144	['佩本', '髓细胞质膜糖蛋白CD13', '氨基肽酶', '接入点', '氨基肽酶M', '丙氨酰氨基肽酶', 'CD13', 'gp150', '微粒体氨基肽酶', 'AP-M', '3.4.11.2', 'AP-N']
Q9Y233	["cAMP和cAMP抑制cGMP 3'，5'-环磷酸二酯酶10A", '3.1.4.17']
P53805	['富含心肌细胞的钙调神经磷酸酶相互作用蛋白1', '改编78', 'DSC1', 'MCIP1', '唐氏综合征临界区蛋白1', '钙加压素-1', 'CSP1', '钙调神经磷酸酶1调节剂', 'DSCR1']
P48039	['Mel-1A-R', '褪黑素受体1A型']
P49286	['褪黑素受体1B型', 'Mel-1B-R']
P06746	['DNA聚合酶β', '2.7.7.7']
P00441	['超氧化物歧化酶1', 'hSod1', '超氧化物歧化酶[Cu-Zn]', '1.15.1.1']
P63000	['细胞迁移诱导基因5蛋白', 'TC25', 'Ras相关C3肉毒毒素底物1', 'Ras样蛋白TC25', 'p21-Rac1']
P30044	['过氧化还原酶-5，线粒体', '硫氧还蛋白过氧化物酶PMP20', 'Alu辅助加压器1', '1.11.1.15', '抗氧化酶B166', 'Prx-V', '六型TPx', '硫氧还蛋白还原酶', 'AOEB166', '肝组织2D第71B页斑点', 'Peroxiredoxin V', '过氧化物酶体抗氧化酶', 'PLP', 'ACR1']
Q9NR82	['钾电压门控通道亚家族KQT成员5', '钾通道亚单位αKvLQT5', 'KQT像5', '电压门控钾通道亚单位Kv7。5.']
Q14978	['核仁和螺旋体磷蛋白1', '核仁磷蛋白p130', '核仁130kDa蛋白', 'KIAA0035', 'Nopp140', 'HCV NS5A反式激活蛋白13', '140 kDa核仁磷蛋白', 'NS5ATP13', '丙型肝炎病毒NS5A反式激活蛋白13']
P25815	['蛋白S100-E', 'S100E', '迁移诱导基因9蛋白', 'MIG9', 'S100钙结合蛋白P', '蛋白S100-P']
Q16850	['细胞色素P450LI', '塞普利', '细胞色素P450-14DM', '1.14.13.70', 'LDM', '甾醇14α去甲基酶', 'CYP51', '细胞色素P450 51A1', '羊毛甾醇14α去甲基酶', '细胞色素P45014DM']
P25024	['CXC-R1', 'IL8RA', 'CDw128a', 'CMKAR1', 'IL-8R A', 'IL-8受体1型', 'C-X-C趋化因子受体1型', '高亲和力白细胞介素-8受体A']
P00183	['细胞色素P450', '1.14.15.1', 'cyp101', '细胞色素P450cam', '樟脑5-单加氧酶']
Q8TD43	['长瞬变受体电位通道4', 'LTRPC4', '瞬时受体电位阳离子通道亚家族M成员4', '钙激活的非选择性阳离子通道1', '美拉他汀-4', 'hTRPM4', 'LTrpC-4']
P99999	['细胞色素c', 'CYC']
P02585	['肌钙蛋白C，骨骼肌']
P08700	['白细胞介素-3', '麦格夫', 'IL-3', '造血生长因子', '肥大细胞生长因子', '多潜能集落刺激因子', 'P细胞刺激因子']
P50859	['塞普利', '细胞色素P450-14DM', '1.14.13.70', '甾醇14α去甲基酶', 'CYP51', '细胞色素P450-LIA1', '细胞色素P450 51', '羊毛甾醇14α去甲基酶']
P08686	['CYP21', '类固醇21羟化酶', '细胞色素P450-C21B', 'CYP21B', '21 OHase', '细胞色素P450-C21', '细胞色素P-450c21', '细胞色素P450 XXI', '1.14.14.16', '细胞色素P450 21']
Q96RD7	['Pannexin-1', 'MRS1']
Q9NYV7	['味觉受体2型成员16', 'T2R16']
P00492	['次黄嘌呤鸟嘌呤磷酸核糖转移酶', '2.4.2.8', 'HPRT', 'HGPRT']
P0A953	['β-酮酰基ACP合酶I', 'fabC', '卡斯一世', '3-氧酰基-[酰基载体蛋白]合酶I', '3-氧酰基-[酰基载体蛋白]合酶1', '2.3.1.41']
P0AAI5	['3-氧酰基-[酰基载体蛋白]合酶II', '2.3.1.179', '3-氧酰基-[酰基载体蛋白]合酶2', '卡西', '法布', 'β-酮酰基ACP合成酶II']
P0A6R0	['2.3.1.180', 'β-酮酰基ACP合成酶III', '卡斯三世', '3-氧酰基-[酰基载体蛋白]合酶3', '3-氧酰基-[酰基载体蛋白]合酶III', '埃法布']
P49327	['脂肪酸合成酶', '2.3.1.85', '船边交货']
P72524	['DNA回旋酶A亚单位', '5.99.1.3']
P0A4L9	['DNA回旋酶B亚单位', '5.99.1.3']
P72525	['拓扑异构酶IV亚单位A', '5.99.1.3', 'DNA拓扑异构酶4亚单位A']
Q59961	['拓扑异构酶IV亚基B', '5.99.1.3', 'DNA拓扑异构酶4亚基B']
P51788	['ClC-2', '氯通道蛋白2']
Q99835	['烟雾', '平滑同系物', 'SMO', '蛋白Gx']
P01889	['HLA I类组织相容性抗原，B-27α链', '赫拉布', 'MHC I类抗原B*27']
P10415	['凋亡调节因子Bcl-2']
P12104	['I-FABP', '脂肪酸结合蛋白2', '脂肪酸结合蛋白，肠道', '肠型脂肪酸结合蛋白', '法比']
P07359	['抗原CD42bα', 'GP-Ib-alpha', '血小板糖蛋白Ibα链']
P31151	['S100钙结合蛋白A7', '银屑病', 'S100A7C', '蛋白S100-A7', 'PSOR1']
P0A0K8	['DNA回旋酶B亚单位', '5.99.1.3']
A0A0H2XJ39	['青霉素结合蛋白3']
P13500	['单核细胞趋化蛋白1', '单核细胞趋化蛋白1', '小诱导细胞因子A2', 'SCYA2', 'C-C基序趋化因子2', 'MCP1', 'MCP-1', 'MCAF', 'HC11', '单核细胞趋化激活因子', '单核细胞分泌蛋白']
Q8L103	['青霉素结合蛋白']
Q92753	['核受体RORβ', 'NR1F2', '核受体亚家族1 F组成员2', 'RZRB', '核受体RZRβ', '维甲酸相关孤儿受体β']
P11678	['嗜酸性粒细胞过氧化物酶', '埃珀', '促红细胞生成素', '1.11.1.7', 'EPP']
P46597	['乙酰5-羟色胺O-甲基转移酶', '羟基吲哚O-甲基转移酶', '嗨', '2.1.1.4']
Q99677	['嘌呤能受体9', '溶血磷脂酸受体4', 'GPR23', 'P2Y嘌呤受体9', 'G蛋白偶联受体23', 'P2Y9', 'LPA受体4', 'P2RY9', 'LPA4', 'P2Y5样受体']
P27707	['脱氧胞苷激酶', 'dCK', '2.7.1.74']
P27487	['ADCP2', 'ADCP-2', 'CD26', '二肽基肽酶IV', '二肽基肽酶4', 'TP103', '民进党IV', '阿达BP', '腺苷脱氨酶复合蛋白2', '3.4.14.5', 'T细胞活化抗原CD26']
P16233	['胰腺三酰甘油脂肪酶', 'PL', '3.1.1.3']
P07098	['德国劳埃德船级社', '胃三酰甘油脂肪酶', '3.1.1.3']
P08729	['肌蛋白', '细胞角蛋白-7', '角蛋白-7', 'CK-7', '角蛋白，II型细胞骨架蛋白7', 'II型角蛋白Kb7', 'SCL', 'K7']
P50993	['KIAA0778', 'Na（+）\\/K（+）atp酶α-2亚单位', '3.6.3.9', '钠\\/钾转运ATP酶亚单位α-2', '钠泵亚单位α-2']
P13637	['Na（+）\\/K（+）atp酶α-3亚单位', 'Na（+）\\/K（+）ATP酶α（III）亚单位', '钠泵亚单位α-3', '3.6.3.9', '钠\\/钾转运ATP酶亚单位α-3']
O75908	['酰基辅酶A：胆固醇酰基转移酶2', 'ACACT2', '胆固醇酰基转移酶2', 'ACAT2', 'ACAT-2', '甾醇O-酰基转移酶2', '2.3.1.26']
P55157	['微粒体甘油三酯转移蛋白大亚基', 'MTP']
Q02127	['二氢乳清酸氧化酶', '多相', '二氢乳清酸脱氢酶（醌），线粒体', '1.3.5.2']
Q14289	['粘着斑激酶2', '富含脯氨酸的酪氨酸激酶2', '蛋白酪氨酸激酶2-β', 'FADK 2', '细胞粘附激酶β', 'CAKβ', 'FAK2', '2.7.10.2', '钙调节非受体富脯氨酸酪氨酸激酶', '钙依赖性酪氨酸激酶', '卡布', '拉夫克', '卡德克', 'PYK2', '相关粘附焦点酪氨酸激酶']
P12461	['CDC21', 'TSA1', 'TS', '2.1.1.45', '胸苷酸合酶']
O60733	['含蛋白9的类帕他汀磷脂酶结构域', 'CaI-PLA2', 'iPLA2β', '3.1.1.4', '细胞内膜相关钙非依赖性磷脂酶A2β', 'PLPLA9', '85\\/88kDa钙非依赖性磷脂酶A2', '第六组磷脂酶A2', 'PNPLA9', 'GVI PLA2']
Q15111	['PLC-L1', '非活性磷脂酶C样蛋白1', '普里普', '磷脂酶C相关但无催化活性的蛋白质', '磷脂酶C在肺癌中的缺失']
Q7RTT9	['溶质载体家族29成员4', '亨特4', 'PMAT', '质膜单胺转运体', '平衡核苷转运体4', 'ENT4']
O95665	['左旋卡巴斯汀敏感神经降压素受体', '神经降压素受体2型', 'NT-R-2']
P16109	['P-选择素', '颗粒膜蛋白140', 'LECAM3', '转基因作物', '血小板活化依赖性颗粒外膜蛋白', 'GRMP', '帕德吉姆', 'CD62抗原样家族成员P', 'GMP-140', '白细胞内皮细胞粘附分子3']
P22455	['2.7.10.1', '成纤维细胞生长因子受体4', 'FGFR-4', 'TKF', 'JTK2']
O95750	['FGF-19', '成纤维细胞生长因子19']
P14210	['肝细胞生长因子', '旧金山', 'HPTA', '分散系数', '肝细胞生成素-A']
Q02768	['细胞色素b', '复合物III亚单位III', '复合物III亚单位3', '圆面包', '泛醌-细胞色素-c还原酶复合物细胞色素b亚单位', 'MTCYB', '细胞色素b-c1复合物亚单位3', 'CYTB']
Q08210	['二氢乳清酸氧化酶', '多相', '二氢乳清酸脱氢酶（醌），线粒体', '1.3.5.2']
Q86YN6	['珀克', 'PPARGC1', 'PGC-1-β', 'PGC-1相关雌激素受体α辅激活因子', 'PGC1B', '过氧化物酶体增殖物激活受体γ-辅激活因子1-β', 'PGC1']
P0A0N4	['HTH型转录调节因子QacR']
Q58L87	['TetR家族转录调节因子', 'TetR家族转录抑制因子LfrR']
Q05209	['PTPG1', 'PTP-PEST', '蛋白酪氨酸磷酸酶G1', '3.1.3.48', '酪氨酸蛋白磷酸酶非受体12型']
P29350	['SH-PTP1', '酪氨酸蛋白磷酸酶非受体6型', '蛋白酪氨酸磷酸酶1C', '蛋白酪氨酸磷酸酶SHP-1', '造血细胞蛋白酪氨酸磷酸酶', '3.1.3.48', 'PTP1C', 'PTP-1C', 'HCP']
Q93050	['液泡腺苷三磷酸酶亚单位Ac116', 'ATP6N1A', '液泡质子泵亚单位1', 'VPP1', '网格蛋白包被囊泡\\/突触囊泡质子泵116 kDa亚单位', 'ATP6N1', 'V-ATP酶116 kDa亚型a1', '液泡质子转运ATP酶116 kDa亚单位a亚型1', 'V型质子ATP酶116 kDa亚单位a亚型1']
P16860	['利钠肽B', 'γ脑利钠肽']
P17302	['心脏缝隙连接蛋白43', 'Cx43', '加尔', '缝隙连接α-1蛋白', '连接蛋白-43']
P16581	['ELAM1', 'CD62抗原样家族成员E', 'ELAM-1', '白细胞内皮细胞粘附分子2', '内皮白细胞粘附分子1', 'LECAM2', 'E-选择素']
Q16665	['MOP1', '碱性螺旋环螺旋PAS蛋白MOP1', 'PASD8', 'BHLHE78', 'HIF-1-α', '含PAS结构域的蛋白质8', 'E类碱性螺旋环螺旋蛋白78', 'PAS蛋白1成员', '缺氧诱导因子1-α', 'ARNT相互作用蛋白']
P48050	['内向整流钾通道4', 'HRK1', '海马内向整流', 'IRK-3', 'IRK3', '内向整流器K（+）通道Kir2。3.', 'HIRK2', 'HIR', '钾通道，内向整流亚家族J成员4']
P63252	['hIRK1', '心脏内向整流钾通道', '内向整流钾通道2', '钾通道，内向整流亚家族J成员2', 'IRK-1', '内向整流器K（+）通道Kir2。1.', 'IRK1']
Q96S37	['溶质载体家族22成员12', '燕麦', 'RST', '肾特异性转运体', '有机阴离子转运蛋白4样蛋白', '尿酸盐阴离子交换剂1', 'URAT1']
P59676	['青霉素结合蛋白2X', 'PBP-2X']
Q04707	['青霉素结合蛋白1A', 'PBP-1A']
P14677	['PBP-2x', '青霉素结合蛋白2x']
P0A3M5	['青霉素结合蛋白2B', 'pbp2b']
P08100	['视蛋白-2', 'OPN2', '视紫红质']
P59768	['γ-I', '鸟嘌呤核苷酸结合蛋白G（I）\\/G（S）\\/G（O）亚单位γ-2']
Q6W5P4	['GPR154', 'PGR14', 'GPRA', '神经肽S受体', 'G蛋白偶联受体与哮喘易感性', 'G蛋白偶联受体PGR14', 'G蛋白偶联受体154']
P20020	['质膜钙泵亚型1', 'PMCA1', '质膜钙ATP酶亚型1', '7.2.2.10', '质膜钙转运ATP酶1']
Q16881	['硫氧还蛋白还原酶TR1', 'GRIM12', 'KDRF', 'TR', '硫氧还蛋白还原酶1，细胞质', '1.8.1.9', '格里姆-12', '维甲酸和干扰素诱导的死亡率相关基因12蛋白', '与维甲酸和干扰素诱导的死亡率相关的基因12蛋白', 'KM-102衍生还原酶样因子']
P38936	['CDK相互作用蛋白1', 'CIP1', 'WAF1', '图1', 'SDI1', 'p21', '细胞周期蛋白依赖性激酶抑制剂1', 'MDA6', 'CDKN1', '黑色素瘤分化相关蛋白6', '丙二醛-6', '第20章']
Q13547	['RPD3L1', '组蛋白脱乙酰酶1', 'HD1', '3.5.1.98']
P29590	['迈尔', '蛋白质PML', '含蛋白质19的三元基序', '早幼粒细胞白血病蛋白', 'RNF71', '无名指蛋白71', '修剪19', 'PP8675']
P49888	['ST1E1', '雌激素硫转移酶', 'STE', '硫转移酶，雌激素偏好', '硫转移酶1E1', 'EST-1', '2.8.2.4']
P30536	['BZRP', '线粒体苯二氮卓受体', 'PKBS', '外周型苯二氮卓受体', 'PBR', '转运体蛋白', '膜生物反应器']
Q2G0P0	['50S核糖体蛋白L1']
Q92736	['心肌ryanodine受体钙释放通道', 'Ryanodine受体2', '心肌ryanodine受体', '2型ryanodine受体', 'RYR-2']
P11137	['地图2', '微管相关蛋白2']
P78559	['微管相关蛋白1A', '增殖相关蛋白p80', 'MAP-1A', 'MAP1L']
P09960	['LTA4', 'LTA-4水解酶', '白三烯A-4水解酶', '白三烯A（4）水解酶', '3.3.2.6']
P9WGY7	['2.7.7.6', "转录酶亚单位β'", "RNA聚合酶β亚单位'", "RNAP亚单位β'", "DNA定向RNA聚合酶亚单位β'"]
Q7L0J3	['突触囊泡糖蛋白2A', 'KIAA0736']
Q9H169	['Stathmin-4', 'Stathmin样蛋白B3', 'RB3']
P21731	['前列腺素TP受体', 'TXA2-R', '血栓素A2受体']
Q9Y6L6	['LST1', '非钠依赖性有机阴离子转运多肽2', 'OATP-C', 'OATP2', 'LST-1', 'OATPC', 'OATP-2', '溶质载体有机阴离子转运体家族成员1B1', '燕麦蛋白B1', '溶质载体家族21成员6', 'SLC21A6', '肝脏特异性有机阴离子转运体1']
Q9NPD5	['OATP-8', '有机阴离子转运体8', '有机阴离子转运多肽8', '溶质载体家族21成员8', 'OATP1B3', '肝脏特异性有机阴离子转运体2', 'SLC21A8', '溶质载体有机阴离子转运体家族成员1B3', 'LST-2', 'LST2', '燕麦8']
P04040	['1.11.1.6', '过氧化氢酶']
P46925	['天冬氨酸血红蛋白酶II', 'PFAPD', '血浆蛋白酶-2', '3.4.23.39']
P27816	['地图4', '微管相关蛋白4']
P51843	['核受体亚家族0 B组成员1', 'X染色体蛋白1上的DSS-AHC临界区', '核受体DAX-1', 'AHC', 'DAX1']
Q96ER9	['包含螺旋结构域的蛋白质51', '线粒体钾通道', '米托克']
O94956	['有机阴离子转运体B', '溶质载体有机阴离子转运体家族成员2B1', '有机阴离子转运蛋白多肽相关蛋白2', '燕麦蛋白B1', '溶质载体家族21成员9', 'OATP-RP2', 'KIAA0880', 'OATP-B', 'SLC21A9', 'OATPRP2', '燕麦']
P51787	['钾电压门控通道亚家族KQT成员1', 'KVLQT1', '电压门控钾通道亚单位Kv7。1.', 'KQT-like 1', 'KCNA8', 'KCNA9', 'IKs产生慢电压门控钾通道亚单位αKvLQT1']
P51580	['2.1.1.67', '硫嘌呤甲基转移酶', '硫嘌呤S-甲基转移酶']
P01579	['免疫干扰素', 'γ干扰素', '干扰素γ']
P12931	['p60 Src', '2.7.10.2', '原癌基因酪氨酸蛋白激酶', 'SRC1', 'pp60c src', '原癌基因c-Src']
P29317	['2.7.10.1', '上皮细胞激酶', '酪氨酸蛋白激酶受体', '埃克', '肾上腺素A型受体2']
P06239	['蛋白质YT16', '淋巴细胞特异性蛋白酪氨酸激酶', 'LSK', '2.7.10.2', 'T细胞特异性蛋白酪氨酸激酶', '白细胞C末端Src激酶', '酪氨酸蛋白激酶', '原癌基因Lck', 'p56 LCK']
P07947	['原癌基因c-Yes', '2.7.10.2', '对', '是的', '酪氨酸蛋白激酶是的']
P51692	['信号转导子和转录激活子5B']
P06241	['原癌基因c-Fyn', '酪氨酸蛋白激酶Fyn', 'SLK', '2.7.10.2', 'p59 Fyn', '原癌基因', 'Src样激酶']
Q06187	['无丙种球蛋白血症酪氨酸激酶', '2.7.10.2', 'BPK', 'ATK', 'B细胞祖细胞激酶', '布鲁顿酪氨酸激酶', '酪氨酸蛋白激酶', 'AGMX1']
Q92570	['少数的', 'CSMF', '核激素受体NOR-1', '核受体亚家族4 A组成员3', '丝裂原诱导的核孤儿受体', '神经元源性孤儿受体1', 'NOR1', '中国', '特克']
P41240	['C-Src激酶', '2.7.10.2', '蛋白酪氨酸激酶', '酪氨酸蛋白激酶']
P54756	['2.7.10.1', '类EPH激酶7', '蒂罗4', '肾上腺素A型受体5', 'BSK', 'EHK1', '脑特异性激酶', 'EHK-1', 'EPH同源激酶1', 'EK7', 'HEK7']
P54760	['2.7.10.1', '肾上腺素B型受体4', '酪氨酸蛋白激酶酪氨酸11', '蒂罗11', '肝癌跨膜激酶', 'HTK', 'MYK1']
P09769	['加德纳-拉希德猫肉瘤病毒（v-fgr）癌基因同源物', 'SRC2', 'p58 Fgr', '2.7.10.2', '原癌基因c-Fgr', 'p55 Fgr', 'p58c Fgr', '酪氨酸蛋白激酶Fgr']
P42685	['FYN相关激酶', '2.7.10.2', '酪氨酸蛋白激酶', 'PTK5', '核酪氨酸蛋白激酶RAK', '蛋白酪氨酸激酶5', '耙']
P11142	['HSC70', 'LPS相关蛋白1', '热休克70 kDa蛋白8', 'HSPA10', '第一圈', 'HSP73', '脂多糖相关蛋白1', '热休克同源71 kDa蛋白']
P07948	['V-yes-1山口肉瘤病毒相关癌基因同源物', 'Lck\\/Yes相关新蛋白酪氨酸激酶', '2.7.10.2', '酪氨酸蛋白激酶', 'p53Lyn', 'p56Lyn', 'JTK8']
Q9NYL2	['MLK相关激酶', 'MLTK', '2.7.11.25', '人宫颈癌抑制基因4蛋白', 'MRK', '丝裂原活化蛋白激酶', 'MLK样丝裂原激活蛋白三激酶', '含亮氨酸拉链和无菌α基序的激酶', '混合谱系激酶相关激酶', 'HCCS-4', '含有激酶AZK的无菌α基序和亮氨酸拉链']
Q16539	['应激激活蛋白激酶2a', 'CSBP', 'CSBP2', 'MXI2', 'SAPK2A', '2.7.11.24', 'CSBP1', 'MAP激酶p38α', '最大相互作用蛋白2', '丝裂原活化蛋白激酶p38α', 'MAP激酶MXI2', '细胞因子抑制性抗炎药结合蛋白', 'MAP激酶14', '丝裂原活化蛋白激酶14', 'CSPB1', 'CSAID结合蛋白']
Q9A1X4	['50S核糖体蛋白L3']
Q9UBC3	['DNA（胞嘧啶-5）-甲基转移酶3B', 'DNA酶HsaiIb', '2.1.1.37', 'DNA甲基转移酶HsaIIIB', 'M.Hsaiib', 'Dnmt3b']
