C0000886	['棘细胞', '棘红细胞', '刺激细胞']
C1325765	[]
C1325770	[]
C1325771	[]
C1325774	[]
C1325777	[]
C1325780	[]
C1325781	[]
C1325782	[]
C1325785	['结蛋白']
C1325786	['DNA定位']
C1325788	[]
C1325790	['纤维蛋白原α链']
C1325791	['纤维蛋白原β链']
C1325792	['纤维蛋白原γ链']
C1325793	['胶质纤维酸性蛋白']
C1325794	[]
C1325795	[]
C1325796	['HA1']
C1325798	[]
C1325800	[]
C1325802	[]
C1325804	[]
C1325805	[]
C1325807	[]
C1325808	[]
C1325812	[]
C1325813	[]
C1325815	['周边蛋白']
C1325816	['蛋白质定位']
C1325818	[]
C1325819	['RNA定位']
C1325821	[]
C1325822	[]
C1325823	[]
C1325824	[]
C1325827	[]
C1325831	[]
C1325833	['波形蛋白']
C1325834	['病毒糖蛋白']
C1325835	[]
C1327729	['隔膜']
C1328049	[]
C1328256	['接口信息处理器']
C1328818	['足细胞', '足细胞', '足细胞']
C1335464	['前钢筋混凝土', '复制前复合体', '复制前复合体']
C1337068	[]
C1366904	['核内包涵体', '核内包涵体']
C1367884	['紫菀', '紫菀']
C1368372	[]
C1370091	[]
C1370096	[]
C1370100	[]
C1370102	[]
C1370155	[]
C1383501	['胞浆', '胞浆', '胞质']
C1384314	['交叉', '交叉']
C1440048	[]
C1440049	[]
C1440050	[]
C1440051	[]
C1440052	[]
C1440053	[]
C1440054	[]
C1440055	[]
C1440056	[]
C1440108	[]
C1440140	[]
C1440141	[]
C1440142	[]
C1440143	[]
C1440144	[]
C1440145	[]
C1440146	[]
C1440147	[]
C1440148	[]
C1440149	[]
C1440224	[]
C1440229	[]
C1440230	[]
C1440231	[]
C1440232	[]
C1440233	[]
C1440234	[]
C1440235	['CD103+细胞']
C1440236	['CD104+细胞']
C1440237	['CD105+细胞']
C1440238	[]
C1440239	[]
C1440240	[]
C1440241	[]
C1440242	[]
C1440243	[]
C1440244	[]
C1440245	[]
C1440246	[]
C1440247	[]
C1440248	[]
C1440249	[]
C1440250	[]
C1440251	[]
C1440252	[]
C1440253	[]
C1440254	[]
C1440255	[]
C1440256	[]
C1440257	['CD14+HLA-DR+细胞']
C1440258	[]
C1440259	[]
C1440260	[]
C1440261	[]
C1440262	[]
C1440263	[]
C1440264	[]
C1440265	[]
C1440266	[]
C1440267	[]
C1440268	[]
C1440269	[]
C1440270	[]
C1440271	[]
C1440272	[]
C1440273	[]
C1440274	[]
C1440275	[]
C1440276	[]
C1440277	['CD28+细胞']
C1440278	[]
C1440279	[]
C1440280	[]
C1440281	[]
C1440282	[]
C1440283	[]
C1440284	[]
C1440285	[]
C1440286	[]
C1440287	[]
C1440288	[]
C1440289	[]
C1440290	[]
C1440291	[]
C1440292	[]
C1440293	[]
C1440294	[]
C1440295	[]
C1440296	[]
C1440297	[]
C1440298	[]
C1440299	[]
C1440300	[]
C1440301	[]
C1440302	[]
C1440303	[]
C1440304	[]
C1440305	[]
C1440306	[]
C1440307	[]
C1440308	[]
C1440309	[]
C1440310	[]
C1440311	[]
C1440312	[]
C1440313	[]
C1440314	[]
C1440315	[]
C1440316	[]
C1440317	[]
C1440318	[]
C1440319	[]
C1440320	[]
C1440321	[]
C1440322	[]
C1440323	[]
C1440324	[]
C1440325	[]
C1440326	[]
C1440327	[]
C1440328	[]
C1440329	[]
C1440330	[]
C1440331	[]
C1440332	[]
C1440333	[]
C1440334	[]
C1440335	[]
C1440336	[]
C1440337	[]
C1440338	[]
C1440339	[]
C1440340	[]
C1440341	[]
C1440342	['CD64细胞']
C1440343	[]
C1440344	[]
C1440345	[]
C1440346	[]
C1440347	[]
C1440348	['CD68细胞']
C1440349	[]
C1440350	[]
C1440351	[]
C1440352	[]
C1440353	[]
C1440354	[]
C1440355	[]
C1440356	[]
C1440357	[]
C1440358	[]
C1440359	[]
C1440360	[]
C1440361	[]
C1440362	[]
C1440363	[]
C1440364	[]
C1440365	[]
C1440366	[]
C1440367	[]
C1440368	[]
C1440369	[]
C1440370	[]
C1440371	[]
C1440372	[]
C1440373	[]
C1440374	[]
C1440375	[]
C1440376	[]
C1440379	[]
C1440380	[]
C1440382	[]
C1440384	[]
C1440385	[]
C1440386	[]
C1440387	[]
C1440388	[]
C1440389	['HLA-DR+细胞']
C1440390	[]
C1440391	[]
C1440392	[]
C1440393	[]
C1440394	['S期细胞']
C1440395	[]
C1440396	[]
C1440399	[]
C1440400	[]
C1440401	[]
C1440402	[]
C1440403	[]
C1440404	[]
C1440405	[]
C1440406	[]
C1440407	[]
C1440409	[]
C1440410	[]
C1440411	[]
C1440412	[]
C1440414	[]
C1440415	[]
C1440416	[]
C1440417	[]
C1440418	[]
C1440419	[]
C1440420	[]
C1440421	[]
C1440422	[]
C1440423	[]
C1440424	[]
C1440603	[]
C1440832	[]
C1440937	[]
C1440938	[]
C1440968	[]
C1440969	[]
C1440970	[]
C1441017	[]
C1441121	['PCA-2']
C1441122	[]
C1441140	[]
C1441141	[]
C1441142	[]
C1441143	[]
C1441144	[]
C1441322	['活细胞']
C1441339	[]
C1441340	['100个细胞']
C1441341	[]
C1441342	[]
C1441343	[]
C1441344	[]
C1441345	[]
C1441346	[]
C1441349	[]
C1441374	[]
C1441375	[]
C1442179	[]
C1444183	[]
C1444184	[]
C1444185	[]
C1449623	[]
C1449624	[]
C1449861	[]
C1449862	[]
C1449863	[]
C1455763	[]
C1455886	[]
C1455888	['自动增益控制', '非典型腺细胞', '非典型腺细胞']
C1456768	['大核']
C1458149	[]
C1507170	[]
C1507172	[]
C1507174	[]
C1507176	[]
C1507178	[]
C1507324	[]
C1507325	[]
C1507326	[]
C1507327	[]
C1507328	[]
C1507329	[]
C1507335	[]
C1510421	['线粒体基质', '线粒体基质']
C1510674	[]
C1510684	[]
C1510716	[]
C1510717	[]
C1510719	[]
C1510720	[]
C1510721	[]
C1510722	[]
C1510723	[]
C1510724	[]
C1510725	[]
C1510727	[]
C1510728	[]
C1510729	[]
C1510730	[]
C1510731	[]
C1510732	[]
C1510733	[]
C1510734	[]
C1510735	[]
C1510737	[]
C1510738	[]
C1510753	[]
C1510779	['腺癌细胞']
C1510780	[]
C1510781	[]
C1510782	[]
C1510783	[]
C1510808	[]
C1510929	[]
C1510930	[]
C1510955	[]
C1510956	[]
C1510958	[]
C1510959	[]
C1510960	[]
C1510962	[]
C1510963	[]
C1510964	[]
C1510965	['非典型鳞状细胞癌', '非典型鳞状细胞']
C1510967	[]
C1510985	['自体肿瘤细胞']
C1510999	[]
C1511006	['BG01']
C1511007	[]
C1511008	[]
C1511009	[]
C1511042	['巴尔比安尼体']
C1511043	[]
C1511062	[]
C1511119	[]
C1511177	[]
C1511178	[]
C1511184	[]
C1511185	[]
C1511236	[]
C1511241	[]
C1511245	[]
C1511246	['骨髓干细胞', '骨髓干细胞', '骨髓干细胞']
C1511247	[]
C1511280	[]
C1511324	[]
C1511356	[]
C1511434	[]
C1511439	[]
C1511440	['CH02']
C1511446	[]
C1511447	[]
C1511449	[]
C1511462	['CY10']
C1511463	['CY12']
C1511464	[]
C1511465	[]
C1511466	[]
C1511467	[]
C1511468	[]
C1511469	[]
C1511470	[]
C1511498	[]
C1511546	['交联剂']
C1511548	[]
C1511551	[]
C1511569	[]
C1511625	['细胞质结构域', '胞质尾']
C1511638	[]
C1511740	['蜕膜细胞']
C1511762	[]
C1511969	[]
C1511970	[]
C1511992	[]
C1511994	[]
C1512035	['多巴胺神经元', '多巴胺神经元', '多巴胺能神经元', '多巴胺能细胞', '多巴胺能神经元', '多巴胺能神经元', '多巴胺能神经元', '多巴胺能神经元', '多巴胺能神经元', '多巴胺能神经元']
C1512049	[]
C1512067	[]
C1512084	[]
C1512085	[]
C1512098	[]
C1512099	[]
C1512100	[]
C1512101	[]
C1512102	[]
C1512103	[]
C1512104	[]
C1512105	[]
C1512106	[]
C1512107	[]
C1512108	[]
C1512121	[]
C1512130	['ES01', 'HES-1']
C1512131	['ES02']
C1512132	[]
C1512133	['ES04']
C1512134	[]
C1512135	[]
C1512137	[]
C1512138	[]
C1512140	[]
C1512141	[]
C1512166	[]
C1512189	[]
C1512190	[]
C1512191	[]
C1512199	[]
C1512225	[]
C1512246	[]
C1512308	[]
C1512309	[]
C1512310	['HL-60', 'HL60']
C1512330	[]
C1512333	[]
C1512336	['希拉S3']
C1512337	[]
C1512385	[]
C1512446	[]
C1512460	[]
C1512477	[]
C1512478	[]
C1512490	[]
C1512505	['乳腺癌细胞', '人乳腺癌细胞', '人乳腺癌细胞']
C1512539	[]
C1512540	[]
C1512547	[]
C1512548	[]
C1512549	[]
C1512550	[]
C1512551	[]
C1512553	[]
C1512564	[]
C1512565	[]
C1512566	[]
C1512631	['未成熟B细胞']
C1512636	[]
C1512637	[]
C1512638	[]
C1512639	['未成熟血小板']
C1512640	[]
C1512641	[]
C1512642	[]
C1512777	['抑制性突触', '抑制性突触']
C1512782	[]
C1512787	[]
C1512788	[]
C1512859	[]
C1512865	[]
C1512874	[]
C1512899	['休息']
C1512901	['卡哈尔间质细胞', '卡哈尔间质细胞']
C1512902	[]
C1512944	['上皮内淋巴细胞', '上皮内淋巴细胞']
C1512945	[]
C1512971	[]
C1512972	[]
C1512977	['哺乳动物细胞']
C1512990	[]
C1512992	[]
C1512993	[]
C1512995	[]
C1513017	[]
C1513018	[]
C1513019	[]
C1513020	[]
C1513022	[]
C1513023	[]
C1513026	[]
C1513029	[]
C1513032	[]
C1513046	[]
C1513065	[]
C1513066	[]
C1513067	[]
C1513068	[]
C1513081	[]
C1513095	['黑色素瘤细胞']
C1513106	[]
C1513107	[]
C1513115	[]
C1513117	[]
C1513118	[]
C1513123	[]
C1513124	[]
C1513125	[]
C1513168	[]
C1513170	[]
C1513171	[]
C1513172	[]
C1513173	[]
C1513174	[]
C1513175	[]
C1513176	[]
C1513286	[]
C1513301	[]
C1513343	[]
C1513370	[]
C1513376	[]
C1513410	[]
C1513469	[]
C1513471	[]
C1513487	[]
C1513493	[]
C1513528	[]
C1513709	[]
C1513710	[]
C1513713	[]
C1513715	[]
C1513729	[]
C1513741	[]
C1513742	[]
C1513745	[]
C1513746	[]
C1513747	[]
C1513752	[]
C1513753	['MPP', '多能祖细胞']
C1513754	[]
C1513755	[]
C1513756	[]
C1513797	[]
C1513800	[]
C1513814	['NC01']
C1513815	['NC02']
C1513816	['NC03']
C1513872	[]
C1513923	[]
C1513924	[]
C1513925	[]
C1513926	[]
C1513927	[]
C1513928	[]
C1513929	[]
C1513930	[]
C1513931	[]
C1513932	[]
C1513933	[]
C1513934	[]
C1513935	[]
C1513936	[]
C1513937	[]
C1513938	[]
C1513939	[]
C1513940	[]
C1513941	[]
C1513942	[]
C1513943	[]
C1513944	[]
C1513945	[]
C1513946	[]
C1513947	[]
C1513949	[]
C1513950	[]
C1513951	[]
C1513952	[]
C1513953	[]
C1513954	[]
C1513955	[]
C1513956	[]
C1513957	[]
C1513958	[]
C1513959	[]
C1513960	[]
C1513961	[]
C1513962	[]
C1513963	[]
C1513964	[]
C1513965	[]
C1513966	[]
C1513967	[]
C1513968	[]
C1513969	[]
C1513970	[]
C1513971	[]
C1513972	[]
C1513973	[]
C1513974	[]
C1513975	[]
C1513976	[]
C1513977	[]
C1513978	[]
C1513979	[]
C1513980	[]
C1513981	[]
C1513982	[]
C1513983	[]
C1513984	[]
C1513985	[]
C1513987	[]
C1513988	[]
C1513989	[]
C1513990	[]
C1513991	[]
C1513992	[]
C1513993	[]
C1513994	[]
C1513995	[]
C1513996	[]
C1513997	['大细胞']
C1513998	[]
C1513999	[]
C1514000	[]
C1514001	[]
C1514002	[]
C1514003	[]
C1514004	[]
C1514005	[]
C1514006	[]
C1514007	[]
C1514008	[]
C1514009	[]
C1514010	[]
C1514011	[]
C1514012	[]
C1514013	[]
C1514014	[]
C1514015	[]
C1514016	[]
C1514017	[]
C1514018	[]
C1514019	[]
C1514020	[]
C1514021	[]
C1514022	[]
C1514023	[]
C1514024	[]
C1514025	[]
C1514026	[]
C1514028	[]
C1514029	[]
C1514030	[]
C1514031	[]
C1514032	[]
C1514033	[]
C1514034	[]
C1514035	[]
C1514036	[]
C1514037	[]
C1514038	[]
C1514039	[]
C1514040	[]
C1514041	[]
C1514042	[]
C1514043	[]
C1514044	[]
C1514045	[]
C1514046	[]
C1514047	[]
C1514048	[]
C1514049	[]
C1514050	[]
C1514051	[]
C1514052	[]
C1514053	[]
C1514054	[]
C1514055	[]
C1514056	[]
C1514057	[]
C1514058	[]
C1514067	[]
C1514068	[]
C1514069	[]
C1514070	[]
C1514071	[]
C1514072	[]
C1514073	[]
C1514074	[]
C1514075	[]
C1514076	[]
C1514077	[]
C1514078	[]
C1514079	[]
C1514080	[]
C1514081	[]
C1514082	[]
C1514083	[]
C1514084	[]
C1514085	[]
C1514086	[]
C1514088	[]
C1514089	[]
C1514090	[]
C1514091	[]
C1514092	[]
C1514093	[]
C1514094	[]
C1514095	[]
C1514096	[]
C1514097	[]
C1514098	[]
C1514099	[]
C1514100	[]
C1514101	[]
C1514102	[]
C1514103	[]
C1514104	[]
C1514105	[]
C1514106	[]
C1514107	[]
C1514108	[]
C1514109	[]
C1514110	[]
C1514111	[]
C1514112	[]
C1514113	[]
C1514114	[]
C1514115	[]
C1514116	[]
C1514137	[]
C1514145	[]
C1514146	[]
C1514161	[]
C1514165	[]
C1514167	[]
C1514170	[]
C1514171	[]
C1514172	[]
C1514173	[]
C1514174	[]
C1514175	[]
C1514176	[]
C1514177	[]
C1514178	[]
C1514179	[]
C1514180	[]
C1514181	[]
C1514182	[]
C1514186	[]
C1514188	[]
C1514201	[]
C1514202	[]
C1514203	[]
C1514205	[]
C1514221	[]
C1514224	[]
C1514271	[]
C1514272	[]
C1514273	[]
C1514274	[]
C1514275	[]
C1514276	[]
C1514277	[]
C1514293	[]
C1514295	[]
C1514302	[]
C1514392	[]
C1514435	[]
C1514436	[]
C1514437	[]
C1514438	[]
C1514440	[]
C1514520	[]
C1514579	[]
C1514584	[]
C1514586	[]
C1514591	[]
C1514654	[]
C1514655	[]
C1514656	['RL10']
C1514657	['RL13']
C1514658	['RL15']
C1514659	['RL20']
C1514660	['RL21']
C1514716	[]
C1514732	['Rat-1']
C1514733	[]
C1514736	[]
C1514738	[]
C1514739	[]
C1514740	[]
C1514741	[]
C1514742	[]
C1514760	[]
C1514809	[]
C1514831	[]
C1514842	[]
C1514890	[]
C1514891	[]
C1514933	[]
C1514934	['横纹肌母细胞']
C1514965	[]
C1514979	[]
C1514994	[]
C1515019	[]
C1515077	[]
C1515078	[]
C1515108	[]
C1515127	[]
C1515137	[]
C1515138	['T淋巴母细胞', 'T淋巴细胞']
C1515139	[]
C1515140	[]
C1515141	[]
C1515146	['I 3']
C1515147	['I 4']
C1515148	['I 6']
C1515149	['J 3']
C1515150	['I 3.2']
C1515151	['I 3.3']
C1515152	['I 6.2']
C1515153	[]
C1515168	[]
C1515186	['γδT细胞']
C1515214	[]
C1515234	[]
C1515267	[]
C1515275	[]
C1515313	[]
C1515314	[]
C1515408	['肿瘤浸润淋巴细胞']
C1515428	[]
C1515443	[]
C1515444	[]
C1515446	['8q11']
C1515447	[]
C1515448	[]
C1515449	[]
C1515450	['8q13']
C1515451	[]
C1515452	[]
C1515453	['8q21']
C1515454	[]
C1515455	[]
C1515456	[]
C1515457	[]
C1515458	[]
C1515459	['8q22']
C1515460	[]
C1515461	[]
C1515462	[]
C1515463	[]
C1515464	['8q24']
C1515465	[]
C1515466	['8q24。1.']
C1515467	[]
C1515468	[]
C1515469	[]
C1515470	[]
C1515471	[]
C1515472	['8q24。3.']
C1515493	[]
C1515494	['9p12']
C1515495	[]
C1515496	['9p13']
C1515497	[]
C1515498	['9p21']
C1515499	[]
C1515500	[]
C1515501	[]
C1515502	['9p21。3.']
C1515503	[]
C1515504	[]
C1515505	[]
C1515506	[]
C1515507	['9p24']
C1515508	['9p24。1.']
C1515509	[]
C1515511	['9q13']
C1515512	['9q21']
C1515513	[]
C1515514	['9q22']
C1515515	[]
C1515516	['9q22。3.']
C1515517	[]
C1515518	[]
C1515519	['9q31']
C1515520	['9q31。1.']
C1515521	[]
C1515522	[]
C1515523	[]
C1515524	[]
C1515525	[]
C1515526	['9q33']
C1515527	[]
C1515528	[]
C1515529	['9q34']
C1515530	[]
C1515531	[]
C1515532	['9q34。3.']
C1515552	[]
C1515553	['Xp22。33']
C1515554	[]
C1515626	[]
C1515627	[]
C1515628	[]
C1515636	[]
C1515878	[]
C1515879	['特异性免疫细胞']
C1515880	[]
C1515881	[]
C1515889	[]
C1515922	[]
C1515962	[]
C1515963	[]
C1515964	[]
C1515965	[]
C1515966	[]
C1515967	[]
C1515968	[]
C1515969	[]
C1515971	[]
C1515989	[]
C1515996	[]
C1515997	[]
C1516083	[]
C1516089	[]
C1516090	[]
C1516091	[]
C1516092	[]
C1516093	[]
C1516094	[]
C1516095	[]
C1516096	[]
C1516097	['B淋巴细胞', 'B淋巴细胞']
C1516099	[]
C1516101	[]
C1516313	[]
C1516393	[]
C1516398	[]
C1516399	[]
C1516452	[]
C1516469	[]
C1516470	[]
C1516497	[]
C1516507	[]
C1516509	['染色质环']
C1516511	['染色质结构']
C1516515	[]
C1516545	[]
C1516557	[]
C1516584	[]
C1516585	[]
C1516595	[]
C1516671	[]
C1516687	[]
C1516696	[]
C1516727	[]
C1516781	[]
C1516791	[]
C1516804	[]
C1516837	[]
C1516839	[]
C1516859	['子宫内膜间质细胞', '子宫内膜间质细胞']
C1516866	[]
C1516898	[]
C1516899	[]
C1516901	[]
C1516922	[]
C1516943	[]
C1516944	[]
C1516945	[]
C1516949	[]
C1516958	[]
C1516963	[]
C1516965	['食管鳞状细胞癌', '食管鳞状细胞癌']
C1516988	['兴奋性突触']
C1517057	[]
C1517098	[]
C1517107	[]
C1517140	[]
C1517170	[]
C1517204	[]
C1517214	[]
C1517304	[]
C1517354	[]
C1517355	[]
C1517356	[]
C1517357	[]
C1517358	[]
C1517359	[]
C1517440	[]
C1517451	[]
C1517530	[]
C1517532	[]
C1517536	[]
C1517539	[]
C1517540	[]
C1517543	[]
C1517544	[]
C1517545	[]
C1517548	['腺细胞']
C1517631	['K-562', 'K562']
C1517638	[]
C1517639	[]
C1517640	[]
C1517641	[]
C1517642	[]
C1517643	[]
C1517654	[]
C1517655	[]
C1517659	[]
C1517678	[]
C1517690	[]
C1517714	['催乳素', '催乳素', '乳营养因子']
C1517715	[]
C1517724	[]
C1517725	[]
C1517726	[]
C1517732	[]
C1517733	[]
C1517734	[]
C1517735	[]
C1517736	[]
C1517738	[]
C1517771	[]
C1517806	['白血病细胞']
C1517807	['白血病干细胞', 'LSC']
C1517808	[]
C1517809	[]
C1517810	[]
C1517811	[]
C1517812	[]
C1517813	[]
C1517815	[]
C1517816	[]
C1517817	[]
C1517818	[]
C1517819	[]
C1517820	[]
C1517881	[]
C1517887	[]
C1517915	[]
C1517917	['肝干细胞']
C1517919	[]
C1518009	[]
C1518019	[]
C1518043	[]
C1518056	[]
C1518066	[]
C1518067	[]
C1518068	[]
C1518075	[]
C1518113	['MB01']
C1518114	['MB02']
C1518115	['MB03']
C1518125	['MI01']
C1518169	[]
C1518170	[]
C1518172	[]
C1518173	[]
C1518174	['癌细胞']
C1518175	[]
C1518176	[]
C1518177	[]
C1518178	[]
C1518179	[]
C1518180	[]
C1518184	[]
C1518185	[]
C1518194	[]
C1518212	[]
C1518216	[]
C1518217	[]
C1518218	[]
C1518219	[]
C1518220	[]
C1518221	[]
C1518222	[]
C1518223	[]
C1518224	[]
C1518228	[]
C1518229	[]
C1518238	[]
C1518240	[]
C1518241	[]
C1518242	[]
C1518243	[]
C1518244	[]
C1518245	[]
C1518246	[]
C1518247	[]
C1518267	[]
C1518268	[]
C1518272	[]
C1518275	['神经内分泌细胞']
C1518284	['NF-H']
C1518285	['NF-L']
C1518286	['NF-M']
C1518293	[]
C1518307	[]
C1518308	[]
C1518309	[]
C1518310	[]
C1518311	[]
C1518312	[]
C1518313	[]
C1518314	[]
C1518353	[]
C1518367	[]
C1518368	[]
C1518369	[]
C1518421	[]
C1518439	[]
C1518450	[]
C1518451	[]
C1518452	[]
C1518455	[]
C1518457	[]
C1518565	['嗅觉受体', '嗅觉受体', '嗅觉受器', '嗅觉受体', '嗅觉感觉神经元', '嗅觉感觉神经元']
C1518566	[]
C1518586	[]
C1518587	['卵质']
C1518621	[]
C1518624	[]
C1518629	['破骨细胞样巨细胞']
C1518630	[]
C1518683	['外毛细胞']
C1518684	[]
C1518687	[]
C1518750	[]
C1518751	[]
C1518752	[]
C1518754	[]
C1518774	['19S调节粒子']
C1518789	[]
C1518846	[]
C1518847	[]
C1518858	[]
C1518889	[]
C1518981	[]
C1518984	[]
C1518985	[]
C1518990	[]
C1518994	[]
C1518995	[]
C1518997	['外周血淋巴细胞']
C1518999	['外周血干细胞', '外周血干细胞', '外周血干细胞', '外周干细胞']
C1519000	[]
C1519004	[]
C1519006	[]
C1519010	['腹膜间皮细胞']
C1519070	[]
C1519090	[]
C1519091	[]
C1519111	[]
C1519112	[]
C1519120	['SA01']
C1519121	[]
C1519122	[]
C1519129	[]
C1519174	[]
C1519220	[]
C1519221	['分泌细胞']
C1519262	[]
C1519265	[]
C1519317	[]
C1519318	[]
C1519322	[]
C1519334	['姐妹染色单体']
C1519354	[]
C1519372	[]
C1519373	[]
C1519376	[]
C1519377	[]
C1519378	[]
C1519381	[]
C1519416	[]
C1519424	['生长激素']
C1519442	[]
C1519449	[]
C1519454	[]
C1519458	[]
C1519459	[]
C1519460	[]
C1519464	[]
C1519466	[]
C1519467	[]
C1519468	[]
C1519477	['脾细胞', '脾细胞']
C1519513	['促甲状腺激素']
C1519515	[]
C1519550	[]
C1519562	[]
C1519599	[]
C1519600	[]
C1519602	[]
C1519658	['滋养层细胞', '滋养层细胞']
C1519682	[]
C1519712	[]
C1519715	['II型细胞']
C1519718	['插层细胞', '插层细胞']
C1519720	[]
C1519737	[]
C1519740	['HSF-1']
C1519741	[]
C1519742	[]
C1519778	[]
C1519793	[]
C1519839	['尿路上皮细胞']
C1519907	[]
C1519986	[]
C1519989	['III型中间丝']
C1520009	[]
C1520026	[]
C1520027	[]
C1520103	['H1']
C1520104	['H9']
C1520105	['H13']
C1520106	['H14']
C1520127	[]
C1520131	[]
C1520156	[]
C1520164	[]
C1520165	[]
C1520169	['Xp11。2.']
C1520170	[]
C1520171	[]
C1520172	[]
C1520173	['Xp11。23']
C1520174	[]
C1520175	['Xp22']
C1520176	['Xp22。1.']
C1520177	[]
C1520178	['Xp22。3.']
C1520180	[]
C1520181	[]
C1520182	['Xq13']
C1520183	['Xq13。1.']
C1520184	[]
C1520185	[]
C1520186	['Xq22']
C1520187	[]
C1520188	[]
C1520189	[]
C1520190	[]
C1520191	[]
C1520192	['Xq24']
C1520193	['Xq25']
C1520194	[]
C1520195	['Xq26']
C1520196	[]
C1520197	[]
C1520198	[]
C1520199	[]
C1520200	['Xq28']
C1520211	[]
C1520215	[]
C1520216	['Yp11。2.']
C1520217	[]
C1520255	[]
C1520256	['10p11。2.']
C1520257	[]
C1520258	[]
C1520259	['10p12']
C1520260	[]
C1520261	[]
C1520262	[]
C1520263	[]
C1520264	[]
C1520265	[]
C1520267	['10q11']
C1520268	[]
C1520269	[]
C1520270	[]
C1520271	['10问题11。2.']
C1520272	['10问题11。21']
C1520273	['10q21']
C1520274	[]
C1520275	[]
C1520276	['10q22']
C1520277	[]
C1520278	[]
C1520279	[]
C1520280	[]
C1520281	[]
C1520282	[]
C1520283	['10q23。31']
C1520284	['10q24']
C1520285	[]
C1520286	[]
C1520287	[]
C1520288	[]
C1520289	[]
C1520290	[]
C1520291	[]
C1520292	['10q24。3.']
C1520293	[]
C1520294	[]
C1520295	['10q25']
C1520296	[]
C1520297	[]
C1520298	['10q25。3.']
C1520299	[]
C1520300	['10q26']
C1520301	[]
C1520302	[]
C1520303	[]
C1520355	[]
C1520356	[]
C1520357	['11p12']
C1520358	[]
C1520359	[]
C1520360	[]
C1520361	['11p13']
C1520362	[]
C1520363	[]
C1520364	['11p15']
C1520365	[]
C1520366	[]
C1520367	[]
C1520368	[]
C1520369	[]
C1520370	[]
C1520371	[]
C1520372	['11页15。4.']
C1520373	['11页15。5.']
C1520374	[]
C1520375	[]
C1520376	['11问题12']
C1520377	[]
C1520378	[]
C1520379	[]
C1520380	[]
C1520381	['11问题13']
C1520382	[]
C1520383	[]
C1520384	[]
C1520385	['11问题13。3.']
C1520386	[]
C1520387	[]
C1520388	[]
C1520389	['11问题13。5.']
C1520390	['11问题14']
C1520391	[]
C1520392	[]
C1520393	[]
C1520394	[]
C1520395	[]
C1520396	['11q22']
C1520397	[]
C1520398	[]
C1520399	[]
C1520400	[]
C1520401	['11q23。1.']
C1520402	[]
C1520403	[]
C1520404	[]
C1520405	['11q23。3.']
C1520406	['11q24']
C1520407	[]
C1520408	[]
C1520409	[]
C1520468	[]
C1520469	['12p11。2.']
C1520470	['12p12']
C1520471	[]
C1520472	[]
C1520473	[]
C1520474	['12p13']
C1520475	[]
C1520476	[]
C1520477	[]
C1520478	[]
C1520479	[]
C1520480	[]
C1520481	['12页13。3.']
C1520482	[]
C1520483	[]
C1520485	[]
C1520486	[]
C1520487	[]
C1520488	[]
C1520489	[]
C1520490	[]
C1520491	['12问题13']
C1520492	[]
C1520493	[]
C1520494	['12问题13。1.']
C1520495	[]
C1520496	['12问题13。13']
C1520497	[]
C1520498	[]
C1520499	['12问题14']
C1520500	[]
C1520501	[]
C1520502	['12问题14。3.']
C1520503	[]
C1520504	['12问题15']
C1520505	['12q21']
C1520506	[]
C1520507	[]
C1520508	['12q23']
C1520509	[]
C1520510	[]
C1520511	['12q23。1.']
C1520512	['12q24']
C1520513	['12q24。1.']
C1520514	[]
C1520515	['12q24。13']
C1520516	[]
C1520517	[]
C1520518	['12q24。3.']
C1520519	['12q24。31']
C1520536	[]
C1520538	[]
C1520539	['13问题12']
C1520540	[]
C1520541	[]
C1520542	[]
C1520543	['13问题13。3.']
C1520544	['13问题14']
C1520545	[]
C1520546	[]
C1520547	[]
C1520548	[]
C1520549	['13问题14。2.']
C1520550	[]
C1520551	[]
C1520552	['13q21']
C1520553	[]
C1520554	['13q33']
C1520555	['13q34']
C1520576	['14问题11']
C1520577	[]
C1520578	[]
C1520579	['14问题11。2.']
C1520580	[]
C1520581	['14问题12']
C1520582	[]
C1520583	[]
C1520584	[]
C1520585	[]
C1520586	[]
C1520587	['14q22']
C1520588	[]
C1520589	[]
C1520590	[]
C1520591	['14q24']
C1520592	[]
C1520593	[]
C1520594	[]
C1520595	[]
C1520596	[]
C1520597	[]
C1520598	[]
C1520599	['14q32']
C1520600	['14q32。1.']
C1520601	[]
C1520602	['14q32。2.']
C1520603	['14q32。3.']
C1520604	[]
C1520605	['14q32。33']
C1520623	[]
C1520624	['15问题14']
C1520625	['15问题15']
C1520626	[]
C1520627	[]
C1520628	[]
C1520629	['15问题15。3.']
C1520630	['15q21']
C1520631	[]
C1520632	[]
C1520633	[]
C1520634	[]
C1520635	['15q22']
C1520636	[]
C1520637	[]
C1520638	[]
C1520639	['15q22。2.']
C1520640	[]
C1520641	['15q23']
C1520642	[]
C1520643	[]
C1520644	[]
C1520645	['15q24']
C1520646	[]
C1520647	['15q25']
C1520648	[]
C1520649	['15q26']
C1520650	[]
C1520651	[]
C1520678	['16p11。2.']
C1520679	[]
C1520680	[]
C1520681	['16p12']
C1520682	[]
C1520683	['16p12。1.']
C1520684	[]
C1520685	['16p13。1.']
C1520686	[]
C1520687	[]
C1520688	['16p13。3.']
C1520689	[]
C1520691	['16问题12']
C1520692	[]
C1520693	[]
C1520694	[]
C1520695	[]
C1520696	['16q2']
C1520697	[]
